iteration,model.variant,D.1,D.2,D.3,D.4,D.5,D.6,D.7
9,Medium,0.133325223229323,0.193892398825466,0.126993366891323,0.0852867558632231,0.247775512819317,0.716059561473872,0.0641121830483373
10,None,1.68431868261594,0.250956379584418,0.0927158724064938,0.889816433393838,0.281423417602764,0.0341817132746838,0.113243584316813
10,Hard,0.0381768607774574,0.00342564308147486,0.00905746635124132,0.00742989484521759,0.00541491172637296,0.00198996383915617,0.00943188701355941
10,Soft,0.109046887154182,0.0787790069453787,0.0903587523202085,0.580493235449154,0.549118224213499,1.67091138947319,0.225406045823675
10,Medium,0.125405464562043,0.00288787998880701,0.0595128927692764,0.206584409522389,0.233105346299866,0.642862522897019,0.000566199591071357
11,None,0.192992741967704,0.394041427324231,0.940821912754786,1.30309098323913,0.0632017615799746,0.659410680503305,0.117854727911173
11,Hard,0.00844746921525856,0.0226984747967052,0.0269510737428679,0.0150268608662437,0.00519360710820259,0.0137664610968788,0.00949670883231904
11,Soft,0.79577099451438,0.33420418305775,0.66268211425305,0.76878351218121,0.454331508864995,1.24260186570257,0.328887124282357
11,Medium,0.301318105378855,0.154356223749789,0.274235517139596,0.338575542302552,0.14234203032597,0.459563640202306,0.0730922975652294
12,None,1.18606595822542,0.395555291358016,0.415868532621441,0.345955728256804,0.0488712743972726,0.208318957022863,1.15636524651476
12,Hard,0.032323293135256,0.0174696324130407,0.00669616633300027,0.00268941414616535,0.00798225668430969,0.00928117062425622,0.0298358123728634
12,Soft,0.00491830723474168,0.318879908034263,0.134639839282152,0.299896974660949,0.459512390390204,1.25838302822817,0.392768257450458
12,Medium,0.00948170602364013,0.155476281774062,0.0171493970445147,0.12289789329749,0.217447342821056,0.579598007589383,0.175250588788714
13,None,0.434126597880911,0.253565219274067,0.354305350537198,0.564126940433983,0.649647968143365,0.596961893128789,0.614353773230028
13,Hard,0.0135454046250544,0.00888179558662041,0.0105001898928715,0.00136635239562892,0.00127438546782372,0.0149937037676573,0.0213318280618737
13,Soft,0.326351466571979,0.232383608613116,0.0572572656257502,0.368265948773933,0.685704536255509,1.12189675932409,0.265931480746719
13,Medium,0.113943931921762,0.137942742518997,0.0294831829257148,0.144330538612439,0.258561063314153,0.406263983737813,0.132025708850752
14,None,1.32588397962549,0.0528090952007578,0.0163041519769835,0.929433938529155,0.336168095827621,0.876498500567308,0.105377224722223
14,Hard,0.0348411368478234,0.0105990862574026,0.0112207031850685,0.00617627931700421,0.00290897781651992,0.0172010579838707,0.00535420270760812
14,Soft,0.0306229929644782,0.078958573182428,0.208554656407889,0.644367252662534,0.686876245367062,1.0225553078854,0.348899074859868
14,Medium,0.0100310028751666,0.0562710621035816,0.112529760530758,0.240821888634916,0.298848621036615,0.548384597709444,0.109643281689881
15,None,0.60158996839051,0.254024776833464,0.0443951264524867,0.561297304910598,0.664729957017072,0.0431799807154692,0.0324780266248343
15,Hard,0.0157354301461888,0.0167253107551222,0.0150333886845846,0.00377340470289848,0.00376845494507607,0.00685546007152216,0.00677793128834325
15,Soft,0.260442601941117,0.201394358329761,0.164307052371505,0.405779452735647,0.678111522380593,1.29163057446949,0.159805731420416
15,Medium,0.0482128557991405,0.0836199864272636,0.0771790672218779,0.124712903753086,0.347295670589129,0.549139244136441,0.0217119816005083
16,None,0.982915410565553,0.807564416296823,0.451043141839427,0.343558236872926,0.423719118876702,0.0409958452414219,0.457125984440014
16,Hard,0.0224899889781007,0.0288193757605015,0.00713502890704222,0.00196747900547006,0.000886237442217829,0.00123287524946039,0.0168567450254997
16,Soft,0.2435042517427,0.624690082176497,0.130650406415935,0.203933538539359,0.75161042417442,1.77143992577923,0.0259651968717511
16,Medium,0.0435879571637883,0.280977584717323,0.0337049521577461,0.0909655371327313,0.322053503792401,0.673371347627582,0.0424171601813392
17,None,0.476996813518313,0.938670492974457,0.238588547743713,0.654572003239197,1.22262122089406,1.03598889288571,0.371374168291039
17,Hard,0.0213484795770329,0.0409197650059883,0.0108144749625512,0.00288219761540254,0.0124422216385759,0.0237599082469074,0.0184678868391744
17,Soft,0.450359249944274,0.596766791411691,0.0516921085107773,0.494232188077338,1.12426323769372,0.877567020587823,0.0339182181333229
17,Medium,0.186705249003807,0.268223344697739,0.00102261259834081,0.226195392604351,0.473475879085997,0.33564324556149,0.0192535597975258
18,None,0.89810293592829,0.900008811659368,0.155647307680053,0.409447952938301,0.380335298194095,0.258024644189414,0.448724069689201
18,Hard,0.0288079145054837,0.0248723408500214,0.0135493392639688,0.00175186467817861,0.00422696574254099,0.00373962276038768,0.000572084234807842
18,Soft,0.112564994184065,0.630860521966836,0.0553480245653615,0.309639409441962,0.687349201468119,1.77771399919591,0.475364675787163
18,Medium,0.0513297573697798,0.24839783852216,0.0353451833806001,0.137413429558568,0.277873240927473,0.797119405491869,0.203730153939772
19,None,0.59837218438139,0.0527296756566542,0.0900017745527151,0.167920533343099,0.22496125253072,0.0310582595596465,0.490745913509544
19,Hard,0.0180237408469022,0.0139860406799016,0.0105416831971535,0.00708397318883018,0.00430313461346784,0.00460218801025652,0.00259000661229178
19,Soft,0.337976832795394,0.141401722958713,0.0686559222546438,0.0967335149361519,0.487072700727762,1.45386786532792,0.556782925396104
19,Medium,0.113890928357403,0.062438434188358,0.0465694575836929,0.0852830966887221,0.204235811632866,0.58901444154642,0.163543146769744
20,None,0.396533974784623,0.665248619344673,9.16536550321927e-05,0.716691639484931,0.289472701848874,0.0875019088968352,0.39494844168605
20,Hard,0.0117685310813611,0.0229705368412914,0.0193805877502225,0.0093891007520984,0.00237955521877336,0.00968566174794527,0.0140318693231124
20,Soft,0.22977133649912,0.445800721347835,0.0853866904471267,0.398098955018114,0.568670557244247,1.32032657548768,0.103359333723113
20,Medium,0.0795059809413431,0.199671962717236,0.0625277291022384,0.196656700418471,0.230035429036395,0.460670476379076,0.0391567533733426
21,None,0.851660651646973,0.662630989631005,0.462045348676325,0.100672696748572,0.0527826120925379,0.630349304942837,0.842180008681148
21,Hard,0.0248778302121408,0.0249056775788729,0.00355171804153195,0.00828860873507596,0.00981013359924787,0.00353737529517612,0.0235120106710666
21,Soft,0.1960912091333,0.466958406537444,0.0672851452423868,0.0955741220804964,0.350899788443886,1.79463737015462,0.319620046310561
21,Medium,0.0981949356182655,0.208751985906012,0.0494415974767612,0.0709615872398278,0.151165833266135,0.773521394074637,0.106812245555292
22,None,0.23777498810431,0.822207229121771,0.0537082666128393,0.899119439622486,0.430532696817362,0.020398398998934,0.345209587833568
22,Hard,0.014410110286512,0.0211439859465292,0.00740138765922426,0.00318836231037025,0.000521795011846696,0.00171177064211413,0.00852310468061844
22,Soft,0.393365931062533,0.567390422020063,0.0534836031707509,0.555189376261912,0.645457455578405,1.53081647775986,0.0400377907464645
22,Medium,0.181565051004596,0.241937101899241,0.0531323818058706,0.256218612891493,0.251691370793461,0.659135007206333,0.064752633794204
23,None,0.724556996635774,0.80672040409606,0.364911771201835,0.639271778683937,0.050505242744209,0.182183495995056,0.162185843214768
23,Hard,0.023440229933244,0.0292506663153715,0.00912849138960487,0.00389039162625759,0.0116708230123779,0.00713834392647184,0.0018164673203909
23,Soft,0.302113590613506,0.560909690394893,0.0182192303481538,0.41419682105157,0.426451370335416,1.58284746751566,0.189457737842868
23,Medium,0.10558164593148,0.287119805025491,0.0210603006308738,0.199768882736568,0.213926653741346,0.727291645767394,0.137382086215785
24,None,0.817582383541982,1.13516039323767,0.650374887354432,0.60274843980024,0.726740741112812,0.415396843516503,0.278608754421505
24,Hard,0.0233266884086409,0.0305153931537816,0.000495170104032327,0.00927783086004153,0.0068448506514901,0.00538479439956932,0.00832250723498163
24,Soft,0.112945583206684,0.665988260348992,0.202087406110434,0.374608591717912,0.867749618351673,1.85056500499325,0.0778456992170919
24,Medium,0.0801390263714102,0.292073962949059,0.0725713701098553,0.142330503263856,0.331766704311974,0.772267065748343,0.0380722876975393
25,None,0.20656523521845,0.109390585030742,0.572599639190963,0.891533168903062,0.146909203242929,0.0756290861674986,0.13883162463479
25,Hard,0.0159927307410774,0.0213332661792874,0.0256989785388473,0.00584687330962962,0.0109080644996796,0.00599872275481255,0.0144456669972223
25,Soft,0.681992060815689,0.214641292090526,0.498873759999829,0.536878732574236,0.493751067076054,1.87704398920997,0.194751440821326
25,Medium,0.256981194131293,0.0607201747027128,0.222459188215119,0.24631527011095,0.208341071538611,0.820235441725774,0.112582651206532
26,None,1.1409981703518,0.525404480866534,0.517342980992401,0.196174650170972,0.874253980019101,0.506925306710479,0.0951470521213183
26,Hard,0.0298273347503987,0.0168282992944604,0.00344280245276652,0.00992550279868677,0.00479723470185793,0.0189080802138752,0.0156602266226765
26,Soft,0.122537829941442,0.37486534850613,0.188093597209036,0.121609377215408,0.837699562465532,1.24758640285601,0.127511031398923
26,Medium,0.00596786777410075,0.173543276934955,0.0530700963077714,0.0686280458328978,0.403402516826652,0.452666562156056,0.0395063935248194
27,None,0.458759335001934,0.572227506554122,0.621424485971914,0.509830084590489,0.022289913440203,0.387380976027955,0.118821722559226
27,Hard,0.0158416244963811,0.0303569673605915,5.87492873511543e-05,0.00346692973286578,0.0121874262345698,0.0185252822189339,0.00606519879348104
27,Soft,0.496652825144699,0.46774954990028,0.214693875195052,0.402089917591677,0.568763661074936,1.42305678855892,0.260223049448833
27,Medium,0.239020099659997,0.221311640468644,0.0419294252507639,0.170851732210526,0.182658502272382,0.615526829646689,0.11473433013283
28,None,0.809090183657508,0.270418033953812,0.0186130768632908,0.448501329596252,0.38360530290788,0.0012458214108466,0.840215996118766
28,Hard,0.026113927447714,0.0146222899089014,0.00726029792354798,0.00192496686443102,0.00349136907372105,0.00654776870836754,0.0280681814897111
28,Soft,0.128473594984127,0.227243630189909,0.135152603836678,0.374229824716336,0.654092481702553,1.46081000946145,0.366910957215604
28,Medium,0.0742605194572123,0.114953832362394,0.0465274503660414,0.137177599089062,0.26699412220658,0.703831492147139,0.117084482061976
29,None,0.164115729899676,1.20022816338173,0.119324197053954,0.800764094468619,0.250347277558333,0.0601547715011405,0.40809606737472
29,Hard,0.0141696748509901,0.032484778865558,0.0132017335561362,0.00280656145314715,0.00371986280913108,0.0045051514452817,0.000276525975026701
29,Soft,0.592225122311414,0.696457078647459,0.178095414923037,0.550890050132936,0.575551968932531,1.51058136878733,0.393455424296532
29,Medium,0.216245013593937,0.340230084505976,0.086619516954666,0.237957141313103,0.240281521045242,0.60393886026098,0.19768098106193
30,None,0.280259358767005,0.175415429556192,0.0240202136455659,0.287216990705997,0.183048747883293,0.51062732677873,0.659215865625748
30,Hard,0.00900441221853792,0.018918249414632,0.013325742929979,0.0037352428709928,0.00599916666380641,0.0168874671550318,0.0225724071042335
30,Soft,0.512908197768057,0.13848885177425,0.0754682351929549,0.363620080330112,0.586599195713981,1.3373380441005,0.099252272256635
30,Medium,0.202870843781772,0.099673540620681,0.0416671812457763,0.0949757760861977,0.233563115918373,0.550942262466299,0.0974087377971376
31,None,0.0899506956652255,0.600597259517271,0.0177281377833618,1.16099374421009,0.532733269650173,1.31850719980167,0.0833271690755479
31,Hard,0.00330318012235676,0.0313950371878044,0.0163445624863389,0.0101947609287114,0.00206003504094913,0.0275428410030237,0.0128290593870629
31,Soft,0.770596615239259,0.471225164205247,0.101549640694429,0.760919405003626,0.777276288234368,0.956539856477574,0.278614635879713
31,Medium,0.280418053044724,0.236023429154489,0.0821877876277469,0.352322220525613,0.331285841455486,0.390251490955677,0.0439138086189149
32,None,0.272765575842236,0.729978234506517,0.0140422770289647,0.309917234556006,0.0957353158076072,0.502321906936307,0.0397128373953665
32,Hard,0.0158837025798395,0.0246821184834721,0.0131979238250602,0.00781005705268197,0.0092150110263917,0.0129179196341537,0.00160968450390898
32,Soft,0.515392275644174,0.503565589438912,0.138867594792984,0.202681756363679,0.656714184967935,1.27509629051146,0.12723942175149
32,Medium,0.196226025932321,0.246869477020469,0.06671640730098,0.103449361317556,0.248822353965618,0.503942835712824,0.135124276423997
33,None,0.615287450512447,0.308171173710499,0.149007413045742,0.373288062315819,0.164360122389313,0.0701367458055566,0.298927701330552
33,Hard,0.00763603761178585,0.0211225063417551,0.0109960103597125,0.00650220795150373,0.00580652359182823,0.00397218858013463,0.00547203615667816
33,Soft,0.238761686325219,0.273839374517265,0.0682629062134261,0.310508035410799,0.538581535805853,1.20323480567517,0.436576983224624
33,Medium,0.130165353304769,0.118169636134262,0.0268196941446826,0.098796074916308,0.18620981995559,0.516677539592925,0.154243221099499
34,None,0.672404301946881,0.335533559760087,0.0322211723732448,0.85722906686074,0.070379459281945,0.177613945693662,1.11748076236359
34,Hard,0.0162029496245929,0.0214930335495541,0.0211451647778052,0.00370683275196667,0.0136891446764953,0.00730991165403749,0.032110049041388
34,Soft,0.481060777690588,0.365458035697684,0.121695579685157,0.59058195792224,0.56400412579788,1.41935814552666,0.340631699640371
34,Medium,0.16988961501775,0.126565861994479,0.0762304417740978,0.223113400815016,0.178696700515893,0.661735592832517,0.151914922845674
35,None,0.571809422409042,0.137310863881561,0.426747517278676,0.283631411153604,0.690799549715094,0.389683452957125,0.0377218465161927
35,Hard,0.0151091782924691,0.0185796375928275,0.0200524932867521,0.00077695167908367,6.98878299867014e-05,0.00462984974831369,0.0101179560523343
35,Soft,0.493577361230809,0.209192757260123,0.430003780044799,0.233580194072313,0.857611796834816,1.81158519073014,0.202608859328398
35,Medium,0.167921203820588,0.0775882742678209,0.172696087542374,0.0812193256046435,0.340820903034056,0.858779496733341,0.116211075466931
36,None,0.971415321464464,0.5401977745204,0.666580659365786,0.682391353597523,0.0748165625925963,0.591510099469807,0.0513931141226156
36,Hard,0.0240992079699804,0.0240584766182047,0.00103312415833006,0.00723896951059206,0.00747557589962069,0.0145567865946283,0.0148021252376815
36,Soft,0.213807878852956,0.420107974945408,0.298785233944958,0.422616659254226,0.434467927370924,1.19519473370916,0.22145862837081
36,Medium,0.068571079075846,0.189321590335645,0.109413092280574,0.171923862783389,0.243683398880235,0.581139208999613,0.0803746210174874
37,None,0.237748950346153,0.69763974340583,0.0139468548212678,0.119612310336695,0.528111571902164,0.087892920874247,0.00984106489923954
37,Hard,0.0050009060522956,0.0172551429324155,0.0122496894415856,0.00921898421133313,0.00105703927276758,0.0134240957235844,0.00556723389581766
37,Soft,0.481470162118288,0.454605532861111,0.0429569971342561,0.193859802270252,0.589972822742729,1.61532612174495,0.199255373702936
37,Medium,0.174518572003761,0.207545025806885,0.0277462458182679,0.0500152205535975,0.27355089457081,0.634208570819263,0.10065449022314
38,None,0.433299591700561,0.200694835687846,0.352899676159952,0.647605402280133,0.0741813532509622,0.299928371140649,0.738670756703786
38,Hard,0.0193380153525662,0.0193007090346102,0.0176619171504129,0.000312667947031277,0.00867947966635066,0.000328537500354728,0.0248215602252054
38,Soft,0.470214872436999,0.179695687893617,0.271139804863736,0.432279371956832,0.45886485327334,1.56389812311809,0.069347167007393
38,Medium,0.134396847098881,0.134312927981176,0.13958628888389,0.220087401860435,0.206216751626269,0.687770556660561,0.0349777303278277
39,None,0.553812211657395,0.7981663379054,0.467108102115917,0.051851153085381,0.541359871105444,0.710317340619892,0.188396577427562
39,Hard,0.0184871440212159,0.0220832417812805,0.00032643834985611,0.0131882136549519,0.000337433788511063,0.0151659034094762,0.018180870844892
39,Soft,0.309184683107568,0.469059423334208,0.139345948236108,0.0337989013977056,0.617569800816328,1.76053085410438,0.08697973636772
39,Medium,0.0823176596317605,0.214857105100859,0.091874768507654,0.00992239098797208,0.249196170557922,0.772400042529788,0.0163375080467548
40,None,0.291110800868551,0.564108705462223,0.0543033638166133,0.544920251742646,1.24920710308013,0.472357196559087,0.159123301816145
40,Hard,0.0112417099761205,0.024198483578108,0.0133495653069879,0.00122300989265399,0.012624081147169,0.0168395831196377,0.00239401355613779
40,Soft,0.454807432271651,0.389193460701095,0.179574726976328,0.43636119673501,1.1556414164191,1.12900012536072,0.222603373502782
40,Medium,0.156244956138268,0.213937271930421,0.0828639556892058,0.134604781135326,0.498755277336665,0.466301418018264,0.0743270130682384
41,None,0.67493994178537,0.765850259368865,0.658787901889967,1.33003120527671,0.0483132647983648,0.0333905652731475,0.317010280940624
41,Hard,0.0144471220149979,0.0224582002878008,0.0270319262318334,0.0176870223382452,0.00653241197765172,0.00781408051456766,0.00130250516036493
41,Soft,0.248467833998942,0.534469710401455,0.407020409153713,0.78373662605545,0.37441884808747,1.46506508855351,0.452377158319451
41,Medium,0.0483995823142648,0.227102552586489,0.217391663271878,0.364804745318542,0.215650892312754,0.614619339802997,0.120423925264139
42,None,0.128535116836027,0.221570399939809,0.461997633938796,0.491200260876997,0.847007816306137,0.0663340815241197,0.41290441434627
42,Hard,0.00449559979289411,0.0026186659343214,0.0035737136662295,0.0139265572662036,0.0250351043348471,0.0115182138233309,0.00902478740768716
42,Soft,0.363819543419103,0.0455602670927455,0.225300960682035,0.237303456225627,0.232121529729883,0.664889458964038,0.425171576451316
42,Medium,0.177391665205463,0.0149755682703449,0.0591310951280775,0.104540410343696,0.113308453364209,0.305631128948482,0.144462375309293
43,None,0.542755733536093,1.58564619544758,0.292684991227086,0.0379416327499823,1.2049478428124,0.449335165844529,0.266851468556939
43,Hard,0.019597100019159,0.0433909429817465,0.00132366278386836,0.00935566223369228,0.0100088190805813,0.00594313636569977,0.00271799286393787
43,Soft,0.493255629803569,0.970118897693947,0.00968406717709479,0.156616227653616,1.16452314626017,1.96725968455997,0.35482729286628
43,Medium,0.173042853389967,0.405585198050234,0.0307900537868885,0.0233249081763444,0.481692983460996,0.765309242430997,0.147487796173975
44,None,0.350060694549401,0.92348190868854,0.240044837127389,0.323616508761075,0.720309432540611,0.0343460136531457,0.343509560217358
44,Hard,0.0194585025327615,0.0286040302628364,0.0202631489540682,0.00428066410399906,0.00532273469351826,0.00152816510226628,0.00356708282792762
44,Soft,0.550828789346484,0.704268943139225,0.304547149538375,0.333332854389791,0.920797271663614,1.80969723260715,0.413188288887783
44,Medium,0.183658649191997,0.283185308877314,0.120319465237078,0.121631236673685,0.405149177850039,0.758776182139252,0.253927599560418
45,None,0.772069739301129,0.873058487358869,0.25410420925269,0.676669889970083,0.690852351043662,0.366689789147199,0.0962637918505698
45,Hard,0.0182122347948786,0.0275929729141726,0.0137315659406017,0.00270019181568315,0.00377559489090545,0.00851710447933682,0.0099670014762915
45,Soft,0.317761082964423,0.582707797274371,0.285466281858759,0.436880297298905,0.837620435885916,1.86343351450666,0.316589397947878
45,Medium,0.0947554389212257,0.250545199464327,0.114523682366685,0.168381016337743,0.351896520888291,0.714653283511912,0.11828215425902
46,None,1.0644375049449,0.892506542808336,0.201088539465391,0.807361952764286,0.172997434218052,0.160782844107247,0.166416094265941
46,Hard,0.0255491370555025,0.0399502490489486,0.00491192166969583,0.00140485749721755,0.00994347990581977,0.0105171689124916,0.0121271839788707
46,Soft,0.102851137753696,0.589472372517616,0.0551020211960482,0.530720083765505,0.59600935495018,1.70133254732455,0.301737289982672
46,Medium,0.107867205242457,0.314815674032695,0.0182769176483034,0.238226850226434,0.237770737904727,0.670605987732033,0.131856059245187
47,None,1.13921818571653,0.196360981249163,0.381006751823919,0.899868365743619,0.268835951665675,0.296080446147934,0.0968791671796779
47,Hard,0.0253871135004018,0.0178721498739419,0.0154246369323823,0.00435631807819488,0.003691073318966,0.0168872375537555,0.000232453684469472
47,Soft,0.113219330450726,0.22683860388424,0.385852889637317,0.637505326298926,0.563753455828444,1.25813447612803,0.29788589302027
47,Medium,0.0398770104200949,0.143547676213963,0.170904811090577,0.249083650798813,0.262222554024041,0.509447334747718,0.152235823616045
48,None,0.764536960779673,0.683123760536804,0.162118593231348,1.12952598957038,0.291177662839381,0.282226851226065,0.0681343987671154
48,Hard,0.0193628567067058,0.0298754927054347,0.00538222947238897,0.00917077058686301,0.0163840468717392,0.0108240047930858,0.0104860336226059
48,Soft,0.242650373210943,0.482974169275859,0.0200098992402844,0.688856184459498,0.22380960247235,1.34705144364415,0.300726484608144
48,Medium,0.0345583065566209,0.197952276043821,0.0276241806050993,0.292137013331471,0.102504153509489,0.583252055460501,0.0803780825556856
49,None,0.381578215954132,0.394969328037295,0.313904709267254,0.00906496763518132,0.369063978837869,0.686056624603481,1.31886874427107
49,Hard,0.0138016442298776,0.0139394107484042,0.00725198503840128,0.00590482689591984,0.0042248917072446,0.0208957722076748,0.0279999797610113
49,Soft,0.355459382575737,0.273672675250892,0.0479363252689343,0.0684943297419665,0.588596782910465,1.08074562707547,0.555695365583702
49,Medium,0.123819906165458,0.147502654264382,0.0297299678860666,0.0403234667820472,0.239770988454191,0.496441340105508,0.258330574639915
50,None,0.753854480629359,0.843326224822861,0.355331893649199,0.792368489010764,0.430068372148737,0.61747161737543,0.118850401850129
50,Hard,0.0154619329605758,0.0313311981619312,0.0143126204437153,0.00316308231654161,0.0039042984194396,0.000349260398085793,0.0022497112756295
50,Soft,0.136254712004991,0.549776217288132,0.306449320805385,0.490435047605471,0.656120252956995,1.82624391703679,0.174653557069489
50,Medium,0.0617462089019224,0.227076187786885,0.121487546174757,0.222938131992879,0.245557111425576,0.732829871526139,0.0763247697223017
51,None,0.37788510039246,1.10883479408914,0.389962770848843,0.702613200057638,0.764028329493234,0.228341051589563,1.13035201888152
51,Hard,0.00891527051065279,0.025000967235685,0.0200568508193988,0.00192130690059515,0.0031390651223926,0.00142906388928673,0.0290339652619591
51,Soft,0.491388806988974,0.71984717688987,0.285030734004626,0.461605882719938,0.877836175960506,1.99971907811246,0.266481064300882
51,Medium,0.176943780666163,0.287428815595802,0.142284562041455,0.14744956149273,0.358293510111233,0.716285217491452,0.145726116438476
52,None,0.121313310354694,0.0701226373665522,0.223306827295063,0.387779042213258,0.0708057848554269,0.534925758324797,0.963175340013228
52,Hard,0.0183991202550549,0.0197713190444874,0.0183652738449664,0.00146008061045535,0.00897273741326839,0.0117349436611646,0.023208127000454
52,Soft,0.728586978478181,0.196846504651185,0.30906769497518,0.249015917947431,0.451792587596142,1.59127671993283,0.296047233648242
52,Medium,0.253692917281031,0.0451799828784993,0.135662941526362,0.114019615852764,0.190227205500241,0.707718990416305,0.114129627401382
53,None,1.27649763359119,0.49893265340331,0.177276910395312,0.53853473756978,0.517729564684979,0.548649204053458,0.187048957627661
53,Hard,0.0302379471164222,0.0197896012198657,0.0196374790453733,0.00611573358266577,0.00399305479652497,0.0137191301990179,0.00683544922974078
53,Soft,0.0425034141552727,0.387200056932664,0.246841386344654,0.37642281963265,0.747719896611646,1.38078443610275,0.173324328924257
53,Medium,0.00322844833528522,0.190267202253226,0.12195038630226,0.143447023384664,0.300258562783449,0.498414700519319,0.0321174640838811
54,None,0.300634257961892,0.729108931449123,0.65203536658556,0.0550899174566103,0.862011674276083,0.607185004624048,0.424884130959991
54,Hard,0.0095073153334238,0.0245351493319651,0.00444521065953326,0.0116249382334063,0.00548056326962325,0.0116428180183855,0.00379073049034005
54,Soft,0.509601915049277,0.540109780602991,0.19640278075039,0.165687414342405,0.943148176116689,1.36744446525806,0.529546947978132
54,Medium,0.211409772926761,0.245365709649725,0.0557486514199384,0.0369854237685065,0.392422173324543,0.533093560326661,0.145357050048109
55,None,0.761116137050415,0.639179329769677,0.587066629986028,0.198902704026876,0.333310912127526,0.195970723003776,0.824020513842431
